category,term,definition,context
ツール設計・MCP,システムプロンプトのキーワード敏感性,"システムプロンプトのキーワードに敏感な指示が意図しないツール関連付けを作成する可能性がある。",ツール選択のデバッグ時に確認すべきポイント。
ツール設計・MCP,汎用ツールの目的別分割,"汎用のanalyze_documentをextract_data_points、summarize_content、verify_claim_against_sourceに分割するパターン。",ツール設計のベストプラクティス。明確な入力/出力契約が重要。
ツール設計・MCP,MCP isErrorフラグ,"ツール失敗をエージェントに伝達するためのMCPプロトコルのフラグパターン。",エラーレスポンス設計の基本。
ツール設計・MCP,エラーの4分類,"一時的エラー（タイムアウト）、検証エラー（無効入力）、ビジネスエラー（ポリシー違反）、権限エラーの4種類。それぞれ異なる対処が必要。",統一的なエラーレスポンスがアンチパターン。分類に基づく適切な対処が問われる。
ツール設計・MCP,構造化エラーメタデータ,"errorCategory（transient/validation/permission）、isRetryableブール値、人間が読める説明を含むエラーレスポンス形式。",サンプル問題8の正解根拠。コーディネーターのインテリジェントなリカバリーに必要。
ツール設計・MCP,isRetryableブール値,"エラーがリトライ可能かどうかを示すフラグ。ビジネスルール違反はretriable: falseにする。",無駄なリトライ試行を防ぐメカニズム。
ツール設計・MCP,アクセス障害 vs 有効な空結果,"アクセス障害（タイムアウト等のリトライ判断が必要）と有効な空結果（マッチなしの成功したクエリ）の区別。",エラーレスポンス設計の重要な区別。空結果は成功として扱う。
ツール設計・MCP,ローカルエラーリカバリー,"サブエージェント内で一時的障害に対するリカバリーを実装し、解決できないエラーのみを部分的結果と試行内容とともにコーディネーターに伝播。",エスカレーション前にローカルで解決を試みる原則。
ツール設計・MCP,ツール過剰付与のリスク,"エージェントに過度に多くのツール（例: 4-5ではなく18）を与えると、判断の複雑さが増しツール選択の信頼性が低下する。",最小権限の原則。役割に必要なツールのみを付与。
ツール設計・MCP,スコープされたツールアクセス,"エージェントにその役割に必要なツールのみを与え、高頻度ニーズのための限定的なクロスロールツールを提供する設計原則。",サンプル問題9の正解根拠。verify_factツールの例。
ツール設計・MCP,"tool_choice: ""auto""","モデルがツール呼び出しの要否を自動判断する設定。テキスト応答を返す可能性もある。","デフォルト設定。""any""や強制選択との違いが問われる。構造化出力が不要な通常会話向け。"
ツール設計・MCP,"tool_choice: ""any""","モデルが必ずいずれかのツールを呼び出す設定。テキスト応答の代わりにツール使用を保証する。","構造化出力を保証したいが、どのスキーマ/ツールかは任せたい場合に使用。"
ツール設計・MCP,強制ツール選択,"特定のツール使用を強制する設定。{""type"": ""tool"", ""name"": ""...""}で指定。モデルの選択の余地がない。",特定の処理順序を保証したい場合に使用。最も確実な構造化出力。
ツール設計・MCP,汎用ツールの制約付き代替,"fetch_urlをドキュメントURLを検証するload_documentに置き換えるなど、汎用ツールをスコープを絞った代替品に置き換えるパターン。",ツール設計のセキュリティとスコープ制御のベストプラクティス。
ツール設計・MCP,MCPサーバーのスコーピング,"プロジェクトレベル（.mcp.json）は共有チームツーリング用。ユーザーレベル（~/.claude.json）は個人/実験的サーバー用。",CLAUDE.md階層と同様のスコーピング概念。
ツール設計・MCP,.mcp.jsonの環境変数展開,"シークレットをコミットせずにクレデンシャルを管理するための仕組み。${GITHUB_TOKEN}のように参照する。",セキュリティのベストプラクティス。
ツール設計・MCP,MCPリソース,"コンテンツカタログ（イシューサマリー、ドキュメント階層、データベーススキーマ）を公開して探索的ツール呼び出しを削減するメカニズム。",MCPツール（アクション実行）との違い。読み取り専用インターフェース。
ツール設計・MCP,コミュニティMCPサーバー vs カスタムサーバー,"標準的な統合（例: Jira）にはコミュニティMCPサーバーを選択。チーム固有のワークフローにはカスタムサーバーを構築。",実装コストと要件のバランスに関する判断問題。
ツール設計・MCP,Grep（組み込みツール）,"コンテンツ検索用のツール。関数名、エラーメッセージ、インポート文などのパターンでファイル内容を検索する。",Globとの使い分け。Grep=内容検索、Glob=ファイル名検索。
ツール設計・MCP,Glob（組み込みツール）,"ファイルパスパターンマッチング用のツール。名前や拡張子パターン（例: **/*.test.tsx）でファイルを検索する。",Grepとの使い分け。ファイルの「存在」を探すならGlob。
ツール設計・MCP,Read/Write/Edit（組み込みツール）,"Read/Write: フルファイル操作。Edit: 一意のテキストマッチングによるターゲット修正。Editが失敗した場合はRead+Writeをフォールバックとして使用。",Editの一意性制約とフォールバック戦略が出題ポイント。
ツール設計・MCP,Bash（組み込みツール）,"シェルコマンド実行用の組み込みツール。テスト実行、ビルド操作、環境確認に使用する。",他の組み込みツール（Grep/Glob/Read/Write/Edit）と並ぶ基本ツール。
ツール設計・MCP,段階的コードベース理解の構築,"まずGrepでエントリーポイントを見つけ、次にReadでインポートを追跡しフローをトレースする。すべてのファイルを事前に読み込まない。",コードベース探索のベストプラクティス。効率的な理解の積み上げ方。
ツール設計・MCP,ラッパーモジュール間の関数トレース,"まずすべてのエクスポート名を特定し、次にコードベース全体で各名前を検索して使用箇所を追跡する手法。",組み込みツールの組み合わせによる探索パターン。
Claude Code,CLAUDE.md設定階層,"ユーザーレベル/プロジェクトレベル/ディレクトリレベルの3階層で構成され、下位の設定が上位を上書きする。",どの階層がチームで共有されるか/されないかが頻出。ユーザーレベルはバージョン管理で共有されない。
Claude Code,ユーザーレベル設定（~/.claude/CLAUDE.md）,"そのユーザーにのみ適用される個人設定。バージョン管理を通じてチームメイトと共有されない。","「チーム全体に適用したいルールをどこに書くか」ではユーザーレベルは不正解。"
Claude Code,プロジェクトレベル設定,".claude/CLAUDE.mdまたはリポジトリルートのCLAUDE.mdに配置。バージョン管理で共有される。",チーム共有の標準ルール（テスト規約、レビュー基準等）を置く場所。
Claude Code,ディレクトリレベルCLAUDE.md,"サブディレクトリに配置するCLAUDE.md。そのディレクトリ配下のファイル操作時にのみ読み込まれる。",globパターンルールとの比較で出題。複数ディレクトリにまたがるルールにはglobが優位。
Claude Code,@import構文,"外部ファイルを参照してCLAUDE.mdをモジュラーに保つための構文。",CLAUDE.mdが肥大化した場合の対処法。
Claude Code,.claude/rules/ディレクトリ,"トピック別ルールファイルを整理するディレクトリ。YAMLフロントマターのpathsフィールドでglobパターンによる条件付きアクティベーションが可能。",globパターンで複数ディレクトリにまたがるルールに対応できる点が優位。
Claude Code,pathsフィールド（globパターンルール）,"YAMLフロントマターに記述するglobパターン。マッチするファイルの編集時にのみルールがロードされ、トークン使用量を削減。","「テストファイル（**/*.test.ts）に共通ルールを適用したい」シナリオで出題。"
Claude Code,/memoryコマンド,"どのメモリファイルがロードされているかを確認するコマンド。セッション間の不整合な動作を診断するのに使用。",トラブルシューティングの文脈で出題。
Claude Code,プロジェクトスコープコマンド（.claude/commands/）,"バージョン管理を通じてチーム全体で共有されるカスタムスラッシュコマンド。",ユーザースコープコマンドとの違い（共有範囲）が問われる。
Claude Code,ユーザースコープコマンド（~/.claude/commands/）,"個人用カスタムスラッシュコマンド。そのユーザーにのみ適用される。",プロジェクトスコープとの違い。個人的なワークフロー自動化に使用。
Claude Code,SKILL.mdファイル,"スキル定義ファイル。フロントマターにcontext、allowed-tools、argument-hintなどの設定を含む。",スキルはオンデマンド呼び出し、CLAUDE.mdは常時ロード。使い分けが問われる。
Claude Code,context: fork,"SKILL.mdフロントマターの設定値。隔離されたサブエージェントコンテキストでスキルを実行し、メインの会話をスキル出力で汚染するのを防ぐ。",メインコンテキストの保護が目的。
Claude Code,allowed-tools（SKILL.mdフロントマター）,"スキルが使用できるツールを制限するフロントマター設定。",セキュリティとスコープ制御の文脈で出題。
Claude Code,argument-hint（SKILL.mdフロントマター）,"スキル呼び出し時の引数のヒントを定義するフロントマター設定。",スキル設計のベストプラクティス。
Claude Code,スキル vs CLAUDE.md の選択基準,"スキルはタスク固有ワークフロー用のオンデマンド呼び出し。CLAUDE.mdは常時ロードされるユニバーサル標準。","常に適用すべきルール→CLAUDE.md。特定タスクのワークフロー→スキル。"
Claude Code,個人スキルのカスタマイズ（~/.claude/skills/）,"個人バリアントを作成しプロジェクトスキルを個人的にカスタマイズできる。",チーム共有スキルを個人の好みに合わせて調整するシナリオで出題。
Claude Code,パススコープルール vs ディレクトリレベルCLAUDE.md,"globパターンルールは複数ディレクトリにまたがるコンベンションに対応可能。ディレクトリレベルCLAUDE.mdは単一ディレクトリのスコープに限定。","「テストファイルに統一ルールを適用したい」ケースでglobパターンが正解。"
Claude Code,プランモード（Plan Mode）,"複雑なタスク（大規模変更、アーキテクチャ決定、マルチファイル修正）に使用するモード。コミット前に安全なコードベース探索と設計を可能にする。",直接実行との使い分けが最頻出。コストのかかる手戻りを防止。
Claude Code,直接実行（Direct Execution）,"シンプルで明確にスコープされた変更に適した実行モード。計画フェーズを省略して即座に実装を行う。",プランモードとの比較で出題。タスクの複雑さが判断基準。
Claude Code,プランモード vs 直接実行の判断基準,"プランモード: 大規模変更、複数アプローチ、マルチファイル修正。直接実行: シンプル、明確なスコープ。組み合わせパターンも有効。","シナリオベースの問題で「どちらを選ぶか」が問われる。"
Claude Code,Exploreサブエージェント,"冗長な発見出力を隔離し、メインの会話コンテキストを保持するためのサマリーを返すサブエージェント。",コンテキストウィンドウの効率的な利用の文脈で出題。
Claude Code,具体的な入力/出力の例（反復的改良）,"散文的な説明が一貫性なく解釈される場合に最も効果的な技法。期待する出力の具体例を提示してClaudeの理解を助ける。",「指示をいくら詳細に書いても出力がブレる」場面での対処法。
Claude Code,テスト駆動反復（Test-Driven Iteration）,"最初にテストスイートを作成し、テスト失敗を共有して段階的改善を導く手法。",実装前にテストを書くパターン。段階的な品質改善アプローチ。
Claude Code,インタビューパターン（Interview Pattern）,"実装前にClaudeに質問させ、開発者が予測していなかった考慮事項を表面化させる技法。",要件の不明点を洗い出す場面で出題。
Claude Code,相互作用する問題 vs 独立した問題の修正順序,"相互作用する問題: すべてを単一メッセージで提供。独立した問題: 順次修正。",複数バグの修正依頼シナリオでの判断問題。
Claude Code,-p / --printフラグ,"自動化パイプラインで非対話モードでClaude Codeを実行するCLIフラグ。",CI/CD統合の文脈で最頻出。サンプル問題10の正解。
Claude Code,--output-format json,"CIコンテキストで構造化出力を強制するCLIフラグ。--json-schemaと組み合わせて使用。",パイプラインで機械処理可能な出力を得る方法。
Claude Code,--json-schema,"CI出力のJSONスキーマを指定するCLIフラグ。--output-format jsonと組み合わせて使用。",構造化されたCI出力の取得方法。
Claude Code,セッションコンテキスト隔離（CI/CDレビュー）,"コードを生成した同じClaudeセッションは、独立したレビューインスタンスと比較して自身の変更をレビューする効果が低い。",生成とレビューを別セッションにすべき理由。セルフレビューの限界と関連。
Claude Code,前回レビュー結果のコンテキスト含有,"新しいコミット後にレビューを再実行する際に、以前のレビュー結果をコンテキストに含め、重複コメントを避ける。",CI/CDでのレビュー効率化のベストプラクティス。
プロンプトエンジニアリング,明示的基準（Explicit Criteria）,"曖昧な指示ではなく、具体的な条件・閾値・例を定義した判断基準。「主張された動作がコード動作と矛盾する場合にのみフラグする」のように具体化。","「保守的に」「高い確信度のみ」などの一般的指示は精度を改善しないアンチパターン。"
プロンプトエンジニアリング,一般的な指示の非有効性（アンチパターン）,"「保守的に」「高い確信度の知見のみ報告」などの一般的な指示はモデルの精度を改善しない。具体的な基準が必要。",「精度を上げるにはどうすべきか」で一般的指示は不正解。
プロンプトエンジニアリング,偽陽性率の信頼侵食効果,"偽陽性が多いカテゴリーは、正確なカテゴリーへの信頼まで損なう。",カテゴリー横断の信頼低下が論点。
プロンプトエンジニアリング,偽陽性カテゴリーの一時無効化,"偽陽性が多いカテゴリーを一時的に無効化して開発者の信頼を回復し、そのカテゴリーのプロンプトを改善する戦略。",偽陽性対策の具体的アクション。
プロンプトエンジニアリング,明示的な重大度基準（Severity Criteria）,"各重大度レベルの具体的なコード例を含む基準。実例付きで定義することでモデルの判断を安定させる。",具体的なコード例の有無が品質を左右する。
プロンプトエンジニアリング,報告 vs スキップの基準定義,"レビューで報告すべき問題とスキップすべき問題を明確に定義する基準。",「何を報告しないか」の定義が偽陽性削減に直結。
プロンプトエンジニアリング,few-shotプロンプティング,"2-4のターゲット例（推論プロセスを含む）を提示し、一貫したフォーマットの出力を実現する最も効果的な技法。",「詳細な指示だけでは不整合な結果」の場面での最適解。例の数は2-4が推奨。
プロンプトエンジニアリング,few-shotの例による曖昧ケースの処理,"few-shotの例が曖昧なケースの判断基準を暗黙的に伝達し、新しいパターンへの判断の一般化を可能にする。",ルール化しにくいエッジケースの対処法。
プロンプトエンジニアリング,few-shotによるハルシネーション削減,"抽出タスクにおいてfew-shotの例がハルシネーションを削減する効果がある。正確な抽出パターンを示す。",「抽出精度を上げたい」シナリオでfew-shotが正解。
プロンプトエンジニアリング,多様なドキュメント構造への対応（few-shot）,"多様なドキュメント構造の正しい処理を実演するfew-shot例を用意する。入力形式のバリエーションに対応。",入力ドキュメントの形式がばらつく場合のfew-shot設計。
プロンプトエンジニアリング,推論を示すfew-shot例,"ターゲット例に推論プロセス（なぜその判断に至ったか）を含めることで、判断の一般化を促進する。",答えだけでなく推論プロセスを含める点が重要。
プロンプトエンジニアリング,tool_use（ツール使用）による構造化出力,"JSONスキーマ付きtool_useは保証されたスキーマ準拠の最も信頼性の高いアプローチ。構文エラーを排除するがセマンティックエラーは防止しない。","「構造化出力を確実に得る方法は？」でtool_useが最も信頼性が高い。"
プロンプトエンジニアリング,構文エラー vs セマンティックエラー,"tool_useによるJSONスキーマは構文エラー（JSON形式の誤り）を排除するが、セマンティックエラー（値の不正確さ）は防止しない。",ツール使用で解決できる問題とできない問題の区別が最重要概念。
プロンプトエンジニアリング,必須 vs オプションフィールド（JSONスキーマ）,"情報が常に存在する項目は必須、存在しない可能性がある項目はオプションにする。",スキーマ設計のベストプラクティス。ハルシネーション防止と関連。
プロンプトエンジニアリング,nullableフィールド,"情報が含まれない可能性がある場合にnullを許容するフィールド設定。モデルが情報を捏造する代わりにnullを返せるようにする。","「抽出タスクでハルシネーションを減らすスキーマ設計は？」でnullableが正解。"
プロンプトエンジニアリング,"enum + ""other"" + 詳細文字列パターン","既知のカテゴリーをenumで定義しつつ、""other""選択肢と自由記述フィールドを組み合わせるスキーマ設計パターン。",既知カテゴリー以外の値も許容したいスキーマ設計問題で出題。
プロンプトエンジニアリング,フォーマット正規化ルール,"日付形式、通貨形式などの正規化ルールをプロンプトに含め、出力の一貫性を確保する手法。",抽出結果のフォーマットがばらつくシナリオでの対処法。
プロンプトエンジニアリング,エラーフィードバック付きリトライ,"特定のバリデーションエラーをプロンプトに追加し、モデルを修正に向けて導くリトライ戦略。",「バリデーション失敗時の対処法」で具体的なエラー情報の提供が鍵。
プロンプトエンジニアリング,リトライの限界,"必要な情報がソースドキュメントに存在しない場合、リトライは効果がない。nullable等で対処すべき。",「リトライしても改善しない」ケースの判断基準。
プロンプトエンジニアリング,detected_patternフィールド,"却下パターンの体系的分析を可能にするバリデーション結果のフィールド。エラーの頻出パターンを追跡。",品質改善のためのデータ収集メカニズム。
プロンプトエンジニアリング,セマンティックバリデーション vs スキーマ構文バリデーション,"スキーマ構文バリデーション: JSON形式の正しさ検証。セマンティックバリデーション: 値の意味的な正しさ検証。","「スキーマだけでは防げない問題は何か」でセマンティックエラーが正解。"
プロンプトエンジニアリング,自己修正バリデーションフロー,"出力→バリデーション→エラーフィードバック→再生成のループ。バリデーションエラーを具体的にフィードバックしモデルに修正させる。",バリデーション-リトライループの実装パターン。
プロンプトエンジニアリング,Message Batches API,"50%のコスト削減、最大24時間の処理ウィンドウ、保証されたレイテンシーSLAなし。ノンブロッキングでレイテンシー耐性のあるワークロードに適切。","レイテンシーSLAがない点、マルチターンツール呼び出し非対応が出題ポイント。"
プロンプトエンジニアリング,バッチ処理の適切/不適切なユースケース,"適切: 夜間レポート等のノンブロッキングワークロード。不適切: マージ前チェック等のブロッキングワークフロー。","サンプル問題11の正解根拠。「バッチAPIを使うべきか否か」の判断問題。"
プロンプトエンジニアリング,バッチAPIのマルチターン制限,"バッチAPIは単一リクエスト内でのマルチターンツール呼び出しをサポートしない。",ツール使用を含む複雑な処理には不向き。
プロンプトエンジニアリング,custom_idフィールド（Batches API）,"バッチリクエスト/レスポンスペアを相関させるためのフィールド。",結果の照合メカニズム。サンプル問題11で言及。
プロンプトエンジニアリング,サンプルセットでのプロンプト改良,"大量バッチ処理前に小規模なサンプルセットでプロンプトを改良・検証する手法。",いきなり大量処理せずサンプルで検証する点が重要。
プロンプトエンジニアリング,セルフレビューの限界,"モデルは生成時の推論コンテキストを保持するため、同一セッションで自身の決定を疑問視する可能性が低い。",独立したレビューインスタンスが必要な根拠。
プロンプトエンジニアリング,独立したレビューインスタンス,"生成インスタンスとは別の独立したClaudeインスタンスでレビューを行うアーキテクチャ。微妙な問題の発見に効果的。",セルフレビューの限界を克服する手段。
プロンプトエンジニアリング,マルチパスレビュー,"レビューを複数のパスに分割。ファイルごとのローカル分析パスとクロスファイル統合パスに分ける。",サンプル問題12の正解。大規模コードベースレビューの設計。
プロンプトエンジニアリング,ローカル分析パス vs クロスファイル統合パス,"ローカル分析パス: 各ファイルを個別に分析。クロスファイル統合パス: ファイル間の依存関係・整合性を横断的に検証。",マルチパスレビューの具体的な構成。
プロンプトエンジニアリング,バリフィケーションパス（Verification Pass）,"モデルが各知見とともに信頼度を自己報告するパス。レビュー結果の信頼性を評価する追加ステップ。",信頼度の自己報告が結果のフィルタリングに使われる。
プロンプトエンジニアリング,プロンプトチェイニング（Prompt Chaining）,"複雑なタスクを小さなステップに分割し、各ステップの出力を次のステップの入力にする技法。",マルチパスレビューやバリデーションフローの基盤技法。
プロンプトエンジニアリング,strictモード（JSONスキーマ）,"JSONスキーマの厳格なバリデーションモード。追加プロパティを許容しない。",構造化出力の信頼性向上に関連。
プロンプトエンジニアリング,Pydantic,"Pythonのスキーマバリデーションライブラリ。セマンティックバリデーションやバリデーション-リトライループの実装に使用。",バリデーションフローの実装技術。
コンテキスト管理・信頼性,段階的要約のリスク,"数値、パーセンテージ、日付を曖昧な要約に凝縮してしまうリスク。重要な事実が失われる。","ケースファクトブロックとしてトランザクション事実を永続化する対策が正解。"
コンテキスト管理・信頼性,中間で失われる効果（Lost in the Middle）,"モデルは長い入力の最初と最後を確実に処理するが、中間セクションの知見を省略する可能性がある現象。",位置効果の軽減策（主要知見を最初に配置）が問われる。
コンテキスト管理・信頼性,ケースファクトブロック,"トランザクション事実（金額、日付、注文番号、ステータス）を要約の外側で各プロンプトに含まれる永続的なブロックとして抽出する手法。",段階的要約のリスクへの対策。重要事実の確実な保持。
コンテキスト管理・信頼性,ツール出力のトリミング,"冗長なツール出力を関連フィールドのみにトリミングし、トークン消費を抑制する。",例: 注文検索結果の40以上のフィールドから返品関連フィールドのみを保持。
コンテキスト管理・信頼性,位置効果の軽減策,"集約入力の最初に主要な知見サマリーを配置し、明示的なセクションヘッダーで詳細結果を整理する。",Lost in the Middle効果への具体的対策。
コンテキスト管理・信頼性,完全な会話履歴の維持,"後続のAPIリクエストで完全な会話履歴を渡し、会話の一貫性を維持する重要性。",部分的な履歴のみ渡すとコンテキストが失われるリスク。
