category,term,definition,context
Section2,poetry,"詩（総称）","She finds comfort in reading poetry during stressful times."
Section2,poet,"詩人","The poet expressed the beauty of nature in vivid language."
Section2,poem,"詩（一編）","He wrote a short poem for his daughter's birthday."
Section2,publish,"…を出版する、公表する","The journal published the findings of the groundbreaking study."
Section2,publisher,"出版社、出版者","The publisher accepted her manuscript after several revisions."
Section2,publication,"出版（物）","The publication of the report caused a stir in the industry."
Section2,publicity,"①宣伝、広報 ②世間の注目","The scandal brought unwanted publicity to the company."
Section2,up-to-date,"最新の","Make sure your software is up-to-date to avoid security issues."
Section2,edition,"版、（新聞の）版","The revised edition includes two additional chapters."
Section2,edit,"…を編集する","She spent the weekend editing the final draft of her thesis."
Section2,editorial,"名: 社説 形: 編集の","The newspaper ran an editorial criticizing the new tax law."
Section2,editor,"編集者","The editor suggested several changes to improve the article."
Section2,encyclopedia,"百科事典","He looked up the entry in an online encyclopedia."
Section2,come out,"①出版される ②明らかになる","Her new book came out last month and became a bestseller."
Section2,translate,"…を翻訳する","The document was translated from Japanese into English."
Section2,translation,"翻訳","A good translation preserves the tone of the original text."
Section2,fascinating,"魅力的な、うっとりさせる","The documentary presented a fascinating account of deep-sea life."
Section2,fascinate,"…を魅了する","The ancient ruins fascinated visitors from around the globe."
Section2,fairy,"妖精","Children love stories about fairies and magical creatures."
Section2,fairy tale,"おとぎ話","The fairy tale teaches an important lesson about kindness."
Section2,tale,"物語、話","The old sailor told tales of his adventures at sea."
Section2,plain,"①明白な ②質素な ③平野","The instructions are written in plain language so everyone can follow them."
Section2,following,"次の、以下の","Please answer the following questions as honestly as possible."
Section2,follow,"①…に従う ②…の後について行く","Follow the signs to reach the main entrance of the museum."
Section2,passage,"①（文章の）一節 ②通路 ③経過","Read the passage carefully before answering the questions."
Section2,quote,"動: …を引用する 名: 引用","She quoted a famous line from a Shakespeare play."
Section2,quotation,"引用（文）","The essay begins with a quotation from a well-known philosopher."
Section2,well-known,"有名な、よく知られた","He is a well-known authority on climate science."
Section2,fable,"寓話","The fable of the tortoise and the hare teaches the value of persistence."
Section2,familiar,"①よく知っている ②親しい","The melody sounded familiar even though I could not name the song."
Section2,be familiar with,"…をよく知っている","Are you familiar with the local customs of this region?"
Section2,familiarity,"精通、なじみ","His familiarity with the software made training the new staff easy."
Section2,contemporary,"①現代の ②同時代の 名: 同時代の人","The museum features works by contemporary artists from Asia."
Section2,literature,"文学、文献","She studied English literature at university."
Section2,literary,"文学の","The magazine publishes literary criticism and book reviews."
Section2,next to,"①…の隣に ②ほとんど","The pharmacy is right next to the train station."
Section2,at times,"時々","Learning a new skill can be frustrating at times."
Section2,confuse,"…を混乱させる、…を混同する","The complicated directions confused most of the tourists."
Section2,confusion,"混乱、混同","There was some confusion about the meeting time."
Section2,pronounce,"…を発音する","Many students find it difficult to pronounce the letter R correctly."
Section2,pronunciation,"発音","Her pronunciation has improved greatly since she moved abroad."
Section2,correct,"形: 正しい 動: …を訂正する","Please correct any errors before submitting the form."
Section2,correctly,"正しく","Make sure the address is spelled correctly on the envelope."
Section2,article,"①記事 ②条項 ③冠詞","The article discusses the impact of social media on teenagers."
Section2,contain,"…を含む","The box contains all the documents you need for the meeting."
Section2,tip,"①助言 ②先端 ③チップ","Here is a useful tip for improving your reading speed."
Section2,those who,"…する人々","Those who arrive early will get the best seats."
Section2,eager,"熱心な、切望して","The students were eager to start the science experiment."
Section2,eagerness,"熱意、熱心さ","Her eagerness to learn impressed all of her teachers."
Section2,increase,"動: 増加する 名: 増加","The number of online shoppers has increased dramatically."
Section2,vocabulary,"語彙","Reading widely is an effective way to build your vocabulary."
Section2,latest,"最新の","Have you heard the latest news about the space mission?"
Section2,work,"名: ①作品 ②仕事 動: 働く","The gallery displays works by emerging local painters."
Section2,display,"動: …を展示する 名: 展示","The store displayed the new collection in its front window."
Section2,be on display,"展示されている","The rare manuscript is on display at the national library."
Section2,hall,"①ホール、会館 ②廊下","The concert hall was packed with excited fans."
Section2,fabulous,"素晴らしい、信じられないほどの","We had a fabulous time exploring the old city."
Section2,description,"記述、描写","The witness gave a detailed description of the suspect."
Section2,describe,"…を描写する、述べる","Can you describe what happened in your own words?"
Section2,move over,"場所をあける、移動する","Could you move over a little so I can sit down?"
Section2,realize,"①…に気づく ②…を実現する","She suddenly realized that she had left her wallet at home."
Section2,realization,"①認識、自覚 ②実現","The realization that time was running out pushed her to act quickly."
Section2,take up,"①（趣味などを）始める ②…を占める","He decided to take up painting after he retired."
Section2,ugly,"醜い、見苦しい","The ugly concrete building stands out among the old wooden houses."
Section2,object,"名: ①物体 ②目的 ③対象 動: 反対する","Several residents objected to the plan to build a highway."
Section2,objection,"反対、異議","The lawyer raised an objection during the hearing."
Section2,a piece of,"一つの、一片の","Let me give you a piece of advice before you go."
Section2,abstract,"形: 抽象的な 名: 要約、抽象","The painting was too abstract for most visitors to understand."
Section2,abstraction,"抽象概念、抽象化","Mathematical thinking often involves a high level of abstraction."
Section3,beg,"①懇願する ②物乞いをする","He begged his parents to let him study abroad."
Section3,lend,"…を貸す","Could you lend me your notes from yesterday's lecture?"
Section3,buck,"ドル（口語）","He borrowed fifty bucks from his roommate."
Section3,broke,"無一文の","After paying the rent I was completely broke."
Section3,apt,"①…しがちな ②適切な","Young children are apt to believe everything they hear."
Section3,impulse,"衝動、はずみ","She bought the jacket on impulse without trying it on."
Section3,on sale,"①売り出し中で ②特売で","Winter coats are on sale at half price this weekend."
Section3,ordinary,"普通の、平凡な","It seemed like an ordinary day until the announcement came."
Section3,afford,"…する余裕がある","They cannot afford to eat out every night."
Section3,purchase,"動: …を購入する 名: 購入","She purchased a new laptop for her online courses."
Section3,luxury,"名: ぜいたく（品） 形: ぜいたくな","Owning a car in the city is considered a luxury by many."
Section3,anticipate,"…を予期する、見越す","We did not anticipate such a strong demand for the product."
Section3,unemployment,"失業","The unemployment rate dropped for the third consecutive month."
Section3,rate,"①割合、率 ②料金 ③速度","The interest rate on savings accounts is very low right now."
Section3,cut down on,"…を減らす、削減する","You should cut down on sugar to improve your health."
Section3,expense,"費用、出費","Travel expenses will be covered by the company."
Section3,track,"動: …を追跡する 名: ①跡 ②軌道","The app helps you track your daily spending habits."
Section3,daily,"形: 毎日の 副: 毎日","She writes in her journal on a daily basis."
Section3,basis,"基礎、根拠","The report was prepared on the basis of reliable data."
Section3,case,"①場合 ②事例 ③箱","In that case we should consider a different approach."
Section3,union,"①労働組合 ②連合、結合","The union demanded better working conditions for its members."
Section3,compromise,"名: 妥協 動: 妥協する","Both sides reached a compromise after lengthy talks."
Section3,certain,"①確信して ②ある～","To a certain extent his argument is persuasive."
Section3,extent,"程度、範囲","The full extent of the damage is still being assessed."
Section3,competent,"有能な、能力のある","She is a competent manager who always meets her targets."
Section3,mechanic,"整備士、修理工","The mechanic found the source of the engine trouble quickly."
Section3,demand,"動: …を要求する 名: 需要、要求","Consumer demand for electric vehicles is growing rapidly."
Section3,earn,"…を稼ぐ、…を得る","She earns a decent salary as a software engineer."
Section3,decent,"①きちんとした ②まともな","All workers deserve a decent wage for their labor."
Section3,wage,"賃金","The debate over minimum wage continues across the country."
Section3,president,"①大統領 ②社長","The president announced a new policy to boost small businesses."
Section3,announce,"…を発表する","The company will announce its quarterly results next week."
Section3,concrete,"①具体的な ②コンクリートの","We need a concrete plan rather than vague ideas."
Section3,carry out,"…を実行する、遂行する","The team carried out the experiment according to the instructions."
Section3,welfare,"①福祉 ②幸福","The new program aims to improve the welfare of elderly citizens."
Section3,reform,"名: 改革 動: …を改革する","Tax reform has been a central topic in the current election."
Section3,policy,"政策、方針","The school adopted a strict anti-bullying policy."
Section3,doubt,"名: 疑い 動: …を疑う","There is no doubt that exercise improves mental health."
Section3,lead,"動: ①導く ②つながる 名: 先頭","Poor planning can lead to dismal results."
Section3,dismal,"陰気な、ひどい","The team delivered a dismal performance in the final match."
Section3,consequence,"結果、影響","Ignoring safety rules can have serious consequences."
Section3,thorough,"徹底的な、完全な","A thorough review of the budget revealed several errors."
Section3,review,"名: 見直し、批評 動: …を見直す","The committee will review the proposal before Friday."
Section3,crime,"犯罪","The crime rate in the neighborhood has fallen sharply."
Section3,criminal,"名: 犯罪者 形: 犯罪の","The criminal was caught within hours of the incident."
Section3,juvenile,"名: 少年 形: 少年の、未熟な","Juvenile delinquency is a growing concern in urban areas."
Section3,alarm,"名: 警報 動: …を不安にさせる","The sudden rise in prices alarmed many consumers."
Section3,district,"地区、区域","The business district is crowded during rush hour."
Section3,lot,"①敷地 ②たくさん ③くじ","A vacant lot on the corner is being turned into a park."
Section3,vacant,"空いている、空の","The vacant apartment was rented within a week."
Section3,be for sale,"売りに出されている","The house next door has been for sale since last spring."
Section3,population,"人口","The population of the city has doubled in twenty years."
Section3,density,"密度","Tokyo has one of the highest population densities in the world."
Section3,metropolis,"大都市","The small town gradually grew into a thriving metropolis."
Section3,gradually,"徐々に","Her health gradually improved after she changed her diet."
Section3,decrease,"動: 減少する 名: 減少","Sales decreased by ten percent compared to last year."
Section3,likelihood,"可能性、見込み","The likelihood of rain tomorrow is quite high."
Section3,birthrate,"出生率","The birthrate in the country continues to decline."
Section3,continue,"…を続ける、続く","Temperatures will continue to rise throughout the week."
Section3,decline,"動: ①減少する ②断る 名: 減少","The number of students enrolled in the program has declined steadily."
Section3,steadily,"着実に、安定して","The company has grown steadily over the past five years."
Section4,power,"①力 ②電力 ③権力","The power plant supplies electricity to the entire region."
Section4,plant,"①工場 ②植物 ③設備","A new recycling plant will be built on the outskirts of town."
Section4,supply,"動: …を供給する 名: 供給","The dam supplies water to thousands of households."
Section4,electricity,"電気、電力","The storm knocked out electricity for several hours."
Section4,remote,"①遠い ②へんぴな ③リモートの","The village is so remote that it can only be reached by boat."
Section4,allow,"…を許可する","The rules do not allow visitors to take photographs inside."
Section4,operate,"①…を操作する ②手術する ③営業する","Only trained staff are allowed to operate this equipment."
Section4,operation,"①操作 ②手術 ③作戦","The operation of the new system requires specialized training."
Section4,device,"装置、機器","This small device can translate spoken words in real time."
Section4,permission,"許可","You need written permission to enter the restricted area."
Section4,permit,"動: …を許可する 名: 許可証","The city issued a permit for the outdoor event."
Section4,inhabitant,"住民、居住者","The island has fewer than five hundred inhabitants."
Section4,expose,"…をさらす、暴露する","The investigation exposed corruption within the organization."
Section4,radiation,"放射線、放射能","Workers were warned not to be exposed to radiation."
Section4,nuclear,"①核の、原子力の ②核兵器の","The debate over nuclear energy remains highly controversial."
Section4,energy,"エネルギー、活力","Renewable energy sources are becoming more affordable."
Section4,emphasize,"…を強調する","The speaker emphasized the importance of teamwork."
Section4,potential,"形: 潜在的な 名: 可能性、潜在力","The region has great potential for economic growth."
Section4,danger,"危険","The sign warned drivers of the danger of falling rocks."
Section4,press,"動: ①…を押す ②…に迫る 名: 報道機関","The press reported on the scandal for weeks."
Section4,overlook,"①…を見落とす ②…を見渡す","The manager overlooked a critical error in the report."
Section4,if anything,"どちらかといえば","The situation has not improved; if anything it has gotten worse."
Section4,recommend,"…を推薦する、勧める","I would recommend this book to anyone interested in history."
Section4,client,"顧客、依頼人","The attorney met with the client to discuss the case."
Section4,as well as,"…と同様に、…に加えて","She speaks French as well as Italian fluently."
Section4,cultivate,"①…を栽培する ②…を養う","Farmers in the area cultivate rice and wheat."
Section4,grain,"①穀物 ②粒","The country imports most of its grain from overseas."
Section4,research,"名: 研究、調査 動: …を研究する","The institute conducts research on renewable energy technology."
Section4,institute,"名: 研究所、機関 動: …を設ける","The research institute was founded in 1985."
Section4,institution,"①機関、施設 ②制度","Marriage is a social institution found in every culture."
Section4,establish,"…を設立する、確立する","The company was established over a century ago."
Section4,late,"①遅い ②故～（亡くなった）","The late professor's work continues to influence researchers today."
Section4,consult,"①…に相談する ②…を参照する","You should consult a specialist if the symptoms persist."
Section4,in person,"直接、本人が","You must submit the application in person at the office."
Section4,by far,"はるかに、断然","This is by far the best restaurant in the neighborhood."
Section4,prominent,"①著名な ②目立つ","She is a prominent figure in the field of artificial intelligence."
Section4,attorney,"弁護士","The attorney advised his client to settle out of court."
Section4,write down,"…を書き留める","Write down the phone number just in case you forget it."
Section4,just in case,"念のため、万が一に備えて","Bring an umbrella just in case it rains later."
Section4,memory,"①記憶 ②思い出 ③メモリ","The old photograph brought back many fond memories."
Section4,enable,"…を可能にする","The new software enables users to process data more efficiently."
Section4,generate,"…を生み出す、発生させる","The wind farm generates enough electricity for ten thousand homes."
Section4,vehicle,"乗り物、車両","Electric vehicles are becoming more popular every year."
Section4,patent,"名: 特許 動: …の特許を取る","The inventor filed a patent for the new engine design."
Section4,industry,"①産業 ②工業 ③勤勉","The automobile industry employs millions of workers worldwide."
Section4,manufacture,"動: …を製造する 名: 製造","The factory manufactures electronic parts for export."
Section4,available,"利用できる、入手可能な","The latest model is now available at all major stores."
Section4,efficient,"効率的な","The new system is far more efficient than the old one."
Section4,efficiency,"効率","Improving energy efficiency is a key goal for the company."
Section4,rural,"田舎の、農村の","Many young people leave rural areas to find work in the city."
Section4,urban,"都会の、都市の","Urban areas face unique challenges such as traffic and pollution."
Section4,access,"名: アクセス、利用権 動: …にアクセスする","Residents in remote villages have limited access to healthcare."
Section4,resident,"住民、居住者","Residents near the plant expressed concern about water quality."
Section4,restrict,"…を制限する","The government restricted the use of certain chemicals."
Section4,restriction,"制限、制約","There are strict restrictions on parking in the city center."
Section5,symptom,"症状、兆候","Coughing and sneezing are common symptoms of a cold."
Section5,disease,"病気、疾患","Heart disease remains the leading cause of death globally."
Section5,patient,"名: 患者 形: 忍耐強い","The patient was advised to rest for at least a week."
Section5,cure,"動: …を治療する 名: 治療法","Scientists are working hard to find a cure for the disease."
Section5,prescribe,"…を処方する","The doctor prescribed a new medication for her allergy."
Section5,dose,"（薬の）服用量、一回分","Do not exceed the recommended dose of this medicine."
Section5,surgery,"外科手術","The surgery lasted five hours but was considered a success."
Section5,recover,"回復する、取り戻す","He recovered fully after six months of physical therapy."
Section5,immune,"免疫の、免れた","A balanced diet helps keep your immune system strong."
Section5,epidemic,"名: 伝染病の流行 形: 流行性の","The epidemic spread quickly through the crowded city."
Section5,infection,"感染、伝染","Proper hand washing can prevent the spread of infection."
Section5,diagnose,"…を診断する","She was diagnosed with diabetes during a routine checkup."
Section5,blood pressure,"血圧","High blood pressure is sometimes called the silent killer."
Section5,pill,"錠剤、丸薬","She takes a vitamin pill every morning with breakfast."
Section5,remedy,"治療法、改善策","Getting enough sleep is a simple remedy for many health problems."
Section5,physician,"医師、内科医","Consult your physician before starting any new exercise program."
Section5,chronic,"慢性の","He suffers from chronic pain in his lower back."
Section5,ambulance,"救急車","An ambulance arrived at the scene within ten minutes."
Section5,ward,"病棟","She was moved to a private ward after the operation."
Section5,fatal,"致命的な","The accident was nearly fatal but he survived."
Section5,transplant,"名: 移植 動: …を移植する","The organ transplant gave the young girl a second chance at life."
Section5,relieve,"…を和らげる、安心させる","This painkiller should relieve your headache within thirty minutes."
Section5,diet,"①食事 ②ダイエット","A healthy diet is essential for maintaining good health."
Section5,nutrition,"栄養","Good nutrition during childhood promotes healthy development."
Section5,appetite,"食欲","Stress can cause a loss of appetite in some people."
Section5,obesity,"肥満","Obesity has become a serious public health concern."
Section5,habit,"習慣、癖","Regular exercise should become a daily habit."
Section5,digest,"…を消化する","Some people find it hard to digest dairy products."
Section5,calorie,"カロリー","The label shows the number of calories per serving."
Section5,vitamin,"ビタミン","Oranges are a good source of vitamin C."
Section5,protein,"タンパク質","Athletes need extra protein to build and repair muscle."
Section5,fiber,"繊維、食物繊維","Eating foods rich in fiber improves digestive health."
Section5,mineral,"ミネラル、鉱物","The spring water is naturally rich in minerals."
Section5,physical,"①身体の ②物理的な","Regular physical activity reduces the risk of many diseases."
Section5,mental,"精神の、心の","Mental health is just as important as physical health."
Section5,therapy,"治療、療法","She started therapy after experiencing severe anxiety."
Section5,stress,"名: ストレス、圧力 動: …を強調する","Too much stress at work can lead to burnout."
Section5,substance,"①物質 ②実質","The substance was identified as a harmful chemical."
Section5,organ,"①臓器 ②器官 ③オルガン","The liver is one of the most important organs in the body."
Section5,nerve,"①神経 ②度胸","The dentist hit a nerve and the patient winced in pain."
Section5,conscious,"意識している、意識のある","She was barely conscious when the paramedics arrived."
Section5,pulse,"脈拍","The nurse checked the patient's pulse before giving the injection."
Section5,stretch,"…を伸ばす、ストレッチする","Stretching before exercise helps prevent muscle injuries."
Section5,moderate,"①適度な ②穏やかな","Moderate exercise three times a week is recommended by doctors."
Section5,fatigue,"疲労","Driver fatigue is a major cause of highway accidents."
Section5,disorder,"①障害 ②混乱","Sleep disorders affect millions of people around the world."
Section5,prescription,"処方箋","This medicine is available only with a doctor's prescription."
Section5,allergic,"アレルギーの","She is allergic to peanuts and must avoid them entirely."
Section5,supplement,"名: サプリメント、補足 動: …を補う","Many people take dietary supplements to fill nutritional gaps."
Section5,hygiene,"衛生","Good personal hygiene is key to preventing the spread of illness."
Section5,swallow,"…を飲み込む","The pill was too large for the child to swallow easily."
Section5,ache,"名: 痛み 動: 痛む","She complained of a persistent ache in her shoulder."
Section5,bruise,"名: あざ 動: あざができる","He got a large bruise on his knee from the fall."
Section5,heal,"治る、…を治す","The wound took several weeks to heal completely."
Section5,pregnant,"妊娠している","She was eight months pregnant when she stopped working."
Section5,insomnia,"不眠症","Drinking coffee in the evening can cause insomnia."
Section5,epidemic,"伝染病、流行（再掲）","The flu epidemic forced many schools to close temporarily."
Section6,commit,"（犯罪を）犯す","The man committed the crime without any apparent motive."
Section6,rob,"…から奪う","Two masked men robbed the bank in broad daylight."
Section6,arrest,"動: …を逮捕する 名: 逮捕","The police arrested three suspects near the scene."
Section6,suspect,"名: 容疑者 動: …を疑う","The suspect denied all charges during the interrogation."
Section6,testimony,"証言","Her testimony played a key role in solving the case."
Section6,murder,"名: 殺人 動: …を殺害する","The murder investigation lasted over eighteen months."
Section6,victim,"犠牲者、被害者","The victims were offered free counseling by the city."
Section6,investigate,"…を調査する、捜査する","Detectives are investigating the source of the illegal funds."
Section6,authority,"①当局 ②権威 ③権限","The authorities issued a warning about the approaching storm."
Section6,violate,"…に違反する、侵害する","Companies that violate safety regulations face heavy fines."
Section6,regulation,"規制、規則","New regulations on data privacy took effect last month."
Section6,fine,"名: 罰金 形: 素晴らしい、細かい","He was ordered to pay a fine for illegal parking."
Section6,trial,"①裁判 ②試み ③試練","The trial is expected to last at least three weeks."
Section6,jury,"陪審員団","The jury deliberated for two days before reaching a verdict."
Section6,defendant,"被告","The defendant pleaded not guilty to all charges."
Section6,guilty,"有罪の","He was found guilty of tax fraud and sentenced to prison."
Section6,innocent,"①無罪の ②無邪気な","The lawyer argued that his client was innocent."
Section6,witness,"名: 目撃者、証人 動: …を目撃する","A witness came forward with crucial information about the accident."
Section6,theft,"窃盗","Identity theft has become one of the fastest-growing crimes."
Section6,sentence,"動: 判決を下す 名: ①文 ②判決","The judge sentenced him to five years in prison."
Section6,prison,"刑務所","He spent three years in prison before being released on parole."
Section6,parole,"仮釈放","The prisoner was granted parole after showing good behavior."
Section6,convict,"動: …に有罪判決を下す 名: 受刑者","He was convicted of fraud and lost his professional license."
Section6,fraud,"詐欺","Online fraud has increased significantly in recent years."
Section6,bribe,"名: 賄賂 動: …に賄賂を贈る","The official was caught accepting a bribe from a contractor."
Section6,corruption,"汚職、腐敗","Corruption undermines public trust in government institutions."
Section6,smuggle,"…を密輸する","The gang attempted to smuggle goods across the border."
Section6,kidnap,"…を誘拐する","The businessman was kidnapped and held for ransom."
Section6,assault,"名: 暴行 動: …を暴行する","He was charged with assault after the altercation outside the bar."
Section6,offense,"①犯罪 ②違反 ③侮辱","Driving without a license is a serious offense in most countries."
Section6,penalty,"①罰、刑罰 ②ペナルティ","The penalty for exceeding the speed limit has been increased."
Section6,prohibit,"…を禁止する","Smoking is prohibited in all public buildings."
Section6,abolish,"…を廃止する","Several countries have abolished the death penalty."
Section6,punish,"…を罰する","Students who cheat on exams will be punished severely."
Section6,confess,"…を告白する、自白する","The suspect finally confessed to the crime after hours of questioning."
Section6,sue,"…を訴える","She sued the company for wrongful termination."
Section6,lawsuit,"訴訟","The lawsuit was settled out of court for an undisclosed amount."
Section6,verdict,"評決、判決","The verdict was announced to a packed courtroom."
Section6,detention,"拘留、抑留","The suspect was held in detention pending further investigation."
Section6,evidence,"証拠","The evidence clearly linked the suspect to the crime scene."
Section6,allegation,"申し立て、主張","The allegations against the CEO were never proven."
Section6,flee,"逃げる","The robbers fled the scene before the police arrived."
Section6,hostage,"人質","The hostages were released unharmed after tense negotiations."
Section6,custody,"①拘留 ②保護、管理","The suspect is currently in police custody."
Section6,inmate,"収容者、受刑者","The prison holds over a thousand inmates."
Section6,bail,"保釈（金）","The judge set bail at one million dollars."
Section6,forge,"①…を偽造する ②…を鍛える","He was arrested for forging official government documents."
Section6,arson,"放火","The fire was determined to be the result of arson."
Section6,vandalism,"破壊行為","Acts of vandalism in the park have increased over the summer."
Section6,accomplice,"共犯者","The accomplice helped plan the robbery but did not enter the building."
Section6,extortion,"恐喝、ゆすり","He was charged with extortion after threatening a business owner."
Section6,warrant,"名: 令状 動: 正当化する","The judge issued a warrant for the suspect's arrest."
Section6,attorney,"弁護士","The defense attorney argued that the evidence was insufficient."
Section6,prosecute,"…を起訴する","The state decided to prosecute the offender to the full extent of the law."
Section6,prosecutor,"検察官","The prosecutor presented compelling evidence to the jury."
Section7,educate,"…を教育する","Parents play a vital role in educating their children."
Section7,education,"教育","Access to quality education is a fundamental human right."
Section7,curriculum,"カリキュラム、教育課程","The school updated its curriculum to include computer science."
Section7,semester,"学期","She plans to study abroad for one semester next year."
Section7,enroll,"入学する、登録する","Over three hundred students enrolled in the new program."
Section7,tuition,"授業料","Tuition at private universities has risen sharply."
Section7,scholarship,"奨学金","She received a full scholarship to attend the university."
Section7,graduate,"動: 卒業する 名: 卒業生","He graduated from college with honors last June."
Section7,degree,"①学位 ②度 ③程度","A master's degree is required for the position."
Section7,undergraduate,"名: 学部生 形: 学部の","She is an undergraduate majoring in economics."
Section7,faculty,"①学部 ②教授陣","The faculty voted to change the grading policy."
Section7,assignment,"課題、宿題","The assignment is due at the beginning of next class."
Section7,lecture,"名: 講義 動: 講義する","The professor's lecture on modern art was very engaging."
Section7,seminar,"ゼミ、セミナー","She presented her research findings at the graduate seminar."
Section7,thesis,"論文、学位論文","He spent two years writing his doctoral thesis."
Section7,theory,"理論","The theory was later supported by experimental results."
Section7,hypothesis,"仮説","The researcher tested the hypothesis using a controlled experiment."
Section7,academic,"形: 学問の 名: 学者","Academic performance is not the only measure of intelligence."
Section7,discipline,"①学問分野 ②規律 ③訓練","History is a discipline that requires careful analysis of sources."
Section7,acquire,"…を習得する、獲得する","Children acquire language skills naturally through daily interaction."
Section7,comprehension,"理解力","Reading comprehension is a key skill tested on the exam."
